order_id:INT,product_id:INT,qty:INT,price:DOUBLE
23773,1796,3,368.23
2003,862,8,19.00
1719,1028,9,365.76
7114,915,6,310.06
19576,1882,10,117.28
21616,1529,4,480.16
13793,2033,1,237.43
5239,2465,4,8.91
7531,813,9,136.27
18284,1018,6,372.41
5481,92,8,148.29
23411,112,7,448.09
18546,1315,4,124.07
7757,338,7,358.22
21087,1579,3,178.98
5415,1945,6,469.41
4453,1728,9,312.06
23033,1400,7,156.10
652,2355,6,46.28
20558,154,9,304.65
16317,303,5,405.46
8563,2089,9,27.31
23233,598,7,60.09
11164,2427,10,201.92
18010,1210,6,389.62
15615,1033,6,261.38
7297,1548,2,396.89
14121,1426,2,26.60
13453,2340,10,225.84
14813,214,1,278.82
1618,248,5,131.88
11640,838,9,407.77
16942,1641,3,60.37
15553,2413,10,431.89
12354,1904,5,180.11
11426,18,10,96.59
19900,729,6,357.80
8816,1171,9,28.08
385,1830,9,319.66
15106,450,5,472.76
2459,152,1,401.04
18257,444,3,265.00
6315,916,1,199.60
17942,1728,5,224.91
16400,466,7,5.36
18118,1713,3,165.76
22507,2477,1,186.65
24080,142,1,377.52
23654,1122,4,20.24
11478,941,10,165.39
17590,1817,2,75.36
2644,2430,4,300.14
8106,1728,9,289.95
14239,2354,7,224.97
15558,529,5,71.35
368,573,4,414.99
7654,913,2,495.38
24073,1220,7,195.72
1813,1430,6,481.90
258,1179,2,419.95
20395,666,4,74.35
23954,2169,5,68.61
10788,1020,7,150.22
6661,217,1,16.57
12711,1809,9,321.23
1250,511,1,479.42
17720,1314,2,14.41
6452,1730,4,88.00
18707,1506,1,384.66
13839,1298,2,245.28
1789,897,8,20.63
18308,1863,7,203.36
23675,1166,2,245.59
18647,83,6,62.14
12645,146,2,88.69
11310,2286,2,323.40
14656,1200,5,63.68
18717,1016,3,14.46
16079,1767,5,122.68
20433,2207,10,216.38
1319,779,3,416.24
6246,368,2,225.36
22846,1262,6,414.50
22366,116,6,488.02
4668,2161,6,151.65
19988,489,6,251.72
14039,792,4,260.22
13068,180,3,488.12
2033,636,9,225.87
3269,1668,3,310.31
10365,1308,5,396.19
20359,18,5,494.49
17507,5,4,468.29
21425,80,7,378.00
3395,402,1,321.82
1453,61,1,39.45
17063,66,9,414.57
13002,1830,9,295.15
4699,2042,10,80.38
11851,569,7,166.00
16258,2373,9,314.89
4683,516,1,230.94
20544,662,8,499.41
2405,2162,8,175.07
2144,769,7,297.45
18675,363,8,242.01
5697,2051,1,154.73
22901,975,5,452.48
24874,926,7,495.96
21538,854,1,368.21
5894,1377,10,474.06
23591,60,1,363.88
11732,560,4,395.24
4170,2303,6,146.34
4273,2048,1,238.57
12819,317,6,98.38
7211,803,9,49.48
7121,1496,2,449.91
4135,1391,5,262.95
8081,1466,2,173.44
19481,434,7,410.63
11222,1056,10,380.14
1514,301,9,423.63
5142,1535,4,43.17
22733,1361,5,492.28
6421,1672,9,96.50
15179,366,9,375.02
3058,1889,9,273.33
18626,1753,5,140.65
13872,1253,1,311.58
11953,1635,7,348.41
12381,2310,2,114.83
10631,681,9,195.77
22206,1611,9,69.17
16177,582,8,71.39
9385,986,3,172.02
8508,2289,7,264.68
17701,2228,1,459.13
1942,2039,4,115.30
1649,955,4,250.91
6740,1961,3,145.62
9690,160,5,194.68
9806,626,2,1.06
20604,982,10,35.21
15781,1299,9,4.22
23277,920,6,264.87
7209,1737,3,377.32
14379,2119,9,196.14
5320,1550,10,376.04
24280,2335,3,470.16
22398,1291,2,116.52
4236,1361,9,56.13
2798,735,6,27.46
6667,1254,3,247.74
14441,1135,9,213.01
9428,1656,2,273.43
3418,1536,8,376.88
20618,897,10,153.13
8502,137,2,365.34
16789,1912,2,121.60
9743,358,5,385.96
21043,1779,1,187.83
9308,609,1,284.13
2036,1152,6,312.27
687,1922,7,81.38
8277,129,4,282.47
14231,485,7,97.89
18578,617,2,323.00
15345,183,3,307.27
17185,720,7,457.04
18521,1579,4,317.94
23996,1825,6,339.33
16415,2377,2,108.32
16164,2441,2,489.89
6205,1928,8,195.33
18190,1345,8,181.92
19276,1555,7,20.52
19399,668,5,180.05
9920,1256,6,206.01
8144,757,2,9.78
11398,799,2,494.50
11018,432,10,260.89
12738,527,10,41.75
10067,1178,8,130.17
15387,1846,6,274.95
19818,1727,9,14.06
11772,1200,4,157.87
24550,1475,7,301.46
23492,2500,1,218.26
24389,863,4,11.62
5157,848,8,347.07
3356,1533,10,113.15
22551,1294,2,204.44
20554,976,2,297.79
5375,14,7,200.09
8121,1509,5,96.93
1540,1553,1,441.53
22470,1191,6,434.41
5439,622,1,459.66
6240,2203,7,26.58
10462,9,8,197.30
17270,818,7,204.05
369,1684,10,332.88
3477,1464,5,79.81
19873,655,5,12.17
5708,1259,4,145.84
8253,2409,5,235.83
7191,852,3,170.85
9716,532,9,379.13
9532,1057,3,95.99
22304,2011,8,123.72
20018,2481,7,322.33
9823,1945,2,402.93
19409,2264,5,370.45
16004,1181,9,300.19
11697,113,5,229.86
11733,1631,7,490.39
13675,1124,5,60.52
19424,160,8,72.72
24022,2382,2,243.25
1595,703,4,41.38
1624,1127,5,47.72
16628,1176,6,172.43
19959,570,4,492.93
4894,1755,8,388.41
19132,944,1,142.37
22596,612,9,335.39
2433,568,2,115.86
23913,1957,9,245.76
5682,119,3,165.63
10939,1415,8,174.81
4904,425,2,356.10
11003,643,7,59.87
926,1247,2,222.34
6553,340,6,448.41
20915,2112,3,253.04
5172,2103,5,83.90
6961,51,1,382.06
15759,373,3,115.96
3243,2198,8,41.52
14629,336,10,379.40
22391,2366,1,381.53
2756,1492,1,51.30
21959,1140,8,385.65
3051,1194,7,239.45
8331,2085,1,313.60
16890,2038,2,240.41
13704,1757,1,254.36
17292,96,10,123.93
19266,129,4,400.37
8935,822,7,282.31
22944,102,10,2.51
21152,1173,6,404.15
1778,1903,3,467.61
12907,2215,8,490.09
4066,1556,9,7.16
535,1408,9,12.46
22596,1726,8,6.01
8288,1140,8,322.95
10507,2022,6,494.27
21216,413,9,364.49
17249,287,7,62.36
3716,2075,2,194.77
21642,675,10,102.40
6409,1727,1,44.64
6495,107,7,224.52
17455,1529,4,448.87
12980,416,2,128.57
24765,1736,6,480.20
24421,608,2,268.08
15337,261,2,250.94
20622,990,1,392.91
20982,99,6,430.92
13369,2196,2,467.80
16644,2117,7,356.15
4103,2302,9,88.21
23942,1510,9,157.53
596,256,7,478.54
1832,449,2,420.86
15081,1079,2,329.31
6639,368,2,29.19
20594,1490,6,163.17
15303,1389,3,29.35
21331,1507,1,227.16
1472,2144,2,375.77
363,1214,3,408.15
9845,1197,10,280.51
17112,957,7,154.94
24463,2207,10,83.64
4329,1915,6,383.47
666,1266,2,34.94
11183,1151,10,145.46
1323,1501,3,41.88
10131,2460,3,208.23
3795,1082,2,168.07
23677,1572,10,95.87
7712,2004,9,405.75
6311,1701,1,200.40
18029,1647,4,333.31
9123,471,7,55.21
12914,2174,5,283.80
16223,1805,6,308.27
18153,363,8,445.30
4881,596,1,78.53
9681,2455,8,146.78
6870,1633,6,266.03
14818,2242,4,232.35
12651,1420,9,187.13
3254,1505,9,114.79
1711,761,7,20.30
16138,365,5,94.25
18550,329,9,470.19
18107,1660,7,251.52
13907,246,6,176.45
805,1979,6,48.85
14026,2466,7,245.56
8673,2109,9,435.41
3825,1754,2,31.56
8539,2225,9,430.28
9722,822,5,394.44
20124,1547,10,233.41
9230,943,7,368.64
23205,276,7,429.74
15725,2368,8,77.65
13099,489,7,292.15
23570,2327,6,332.86
21490,383,6,60.86
15123,345,2,171.28
24118,569,2,119.98
15540,814,2,167.23
4092,1120,7,449.10
2576,613,4,196.33
16602,2282,6,368.22
21428,68,3,308.48
4029,1957,10,356.79
1463,1897,1,127.13
2417,137,5,110.72
14512,2107,3,277.96
13239,1914,4,406.63
18249,1334,1,343.40
4140,1996,2,400.36
7673,1979,4,446.65
20500,841,7,210.08
6529,2039,4,466.43
7520,912,10,308.60
3943,212,10,154.31
17032,96,7,39.19
14124,1053,4,411.23
2105,2242,1,396.85
19054,1071,8,106.71
24162,1313,7,488.70
10838,1443,7,72.02
20277,2389,1,66.30
6310,1456,4,56.49
3181,1991,5,129.17
23755,1349,8,18.91
20311,1367,10,245.38
23505,2352,1,206.00
22226,2123,5,232.10
11403,1382,3,111.83
20252,2338,8,405.22
15895,331,1,247.21
5631,1769,10,269.92
20987,2457,6,146.33
3264,2314,2,482.42
2370,861,9,126.47
16291,1783,2,219.37
6709,2022,7,345.65
19666,759,7,331.71
8196,1675,7,144.22
22980,936,4,215.99
12351,2303,10,9.85
2808,1211,5,45.29
24729,1764,10,110.55
20778,201,5,59.95
3390,2255,6,225.94
19604,1831,4,48.70
13002,2330,1,25.92
7257,2372,4,341.63
19089,1681,2,126.94
11537,1320,6,368.93
9885,69,5,467.41
8473,1317,5,89.96
8211,1664,6,213.60
11838,251,5,110.98
24127,465,1,195.63
16323,1344,7,440.49
3690,194,4,268.16
5327,2235,7,38.16
18062,1292,10,194.66
13782,1450,3,205.67
18030,150,2,331.15
15143,1502,1,422.42
15469,369,10,263.61
11067,754,10,236.90
24542,2244,5,271.66
18756,1910,8,214.29
2438,90,6,118.45
2643,1354,6,41.14
9029,570,7,463.38
16810,1937,4,20.88
2441,383,8,74.66
19139,100,6,155.89
6747,2365,2,73.36
23955,1803,9,473.12
18651,248,2,70.74
21272,173,5,341.84
17565,2471,9,255.55
13553,676,1,73.57
4056,209,1,345.12
1218,1320,2,281.45
11359,1027,10,68.61
24877,1111,10,411.36
15236,1414,5,65.39
13122,244,4,334.89
14850,1115,5,399.97
18124,1170,4,115.11
19533,2213,5,86.23
19593,477,10,378.11
22027,1255,2,466.85
22280,617,9,141.76
16443,623,10,267.99
22354,1748,6,291.81
1098,176,7,192.56
13689,2292,4,298.17
14935,2191,1,294.71
14325,441,6,11.71
24517,777,7,97.74
20736,126,8,309.03
10250,620,2,18.83
6593,362,8,389.64
12532,1184,6,13.50
18960,627,7,21.79
6155,2118,7,261.51
9239,352,9,398.14
12576,1484,1,204.81
3985,1284,5,178.10
4671,2069,8,98.89
574,2187,8,276.52
738,1473,1,35.42
7486,1471,6,476.57
5527,26,6,172.49
23810,1483,4,340.41
8680,75,2,66.16
10390,2111,10,285.52
16759,9,4,468.57
22091,2050,7,303.24
11086,446,10,279.80
5952,2231,10,480.92
17928,89,3,432.30
10266,425,6,462.71
4852,2400,2,460.63
7882,306,6,361.47
17528,1881,9,205.14
9540,1483,10,395.49
18899,1769,2,328.68
1510,1535,4,76.36
17961,1423,4,293.42
13538,1642,6,27.88
17529,387,5,210.71
24916,924,2,403.82
11878,416,4,379.87
23895,2142,9,149.95
20641,877,7,143.42
11817,1251,10,190.73
20113,1871,8,37.55
2762,1845,6,100.67
13919,1422,1,390.91
1968,1707,3,76.52
5450,1429,3,138.71
10834,1777,8,186.96
9965,236,3,222.58
12194,1949,5,214.30
20556,1545,6,368.76
9874,1457,3,366.88
13406,1115,6,241.54
14271,2052,4,142.54
5981,47,2,251.16
23070,1983,4,68.07
3757,1217,9,464.89
3813,2454,4,196.13
10409,1223,9,191.99
15353,2395,2,391.14
14572,885,1,390.98
19910,1244,4,235.35
13806,304,5,290.54
12427,1302,4,72.61
18137,124,2,198.59
13883,1861,7,20.72
5519,2301,1,299.19
17762,1787,5,420.52
15044,1445,8,386.82
16390,1448,10,18.90
5640,48,1,151.99
17332,2006,5,333.73
2471,183,10,276.49
18562,2149,6,105.60
18292,829,9,268.36
15041,1926,6,254.80
15213,1953,2,228.56
23744,1762,3,76.45
17358,2201,8,354.80
6975,1677,10,475.48
3170,684,2,345.43
15633,695,3,121.53
12876,2130,7,224.95
6123,1310,7,102.82
746,1116,9,386.26
24651,1837,4,269.14
21144,1332,2,243.03
1332,1685,5,81.68
6707,418,7,106.40
18498,888,10,211.68
24220,1258,7,449.74
23916,271,4,6.00
8082,2455,3,363.75
8544,86,7,148.37
22072,446,9,100.83
20051,2050,8,315.74
15642,2327,10,497.36
12710,1595,7,26.03
15690,1429,1,129.47
1009,557,7,353.07
13626,868,4,130.65
15906,2422,7,54.88
24926,104,10,68.15
11104,208,1,466.92
9093,1651,8,284.32
14047,2437,3,226.53
14659,1906,10,299.31
9148,1266,2,152.57
19008,485,7,454.06
21174,1263,9,175.39
16147,1651,10,296.09
13071,1729,2,77.28
23041,627,9,413.57
63,1831,6,24.07
15327,1927,2,419.31
4397,1911,8,321.49
23324,514,1,263.94
12243,11,1,408.26
18935,457,1,302.82
13871,472,4,148.75
18642,870,5,237.27
19367,888,9,464.42
15199,2248,7,272.73
12069,2373,2,210.16
19668,891,7,334.51
14902,840,9,450.64
20503,679,2,353.90
8433,607,6,382.22
9996,295,3,304.21
8994,275,4,228.95
17498,2439,9,456.60
8905,501,7,379.55
16613,118,2,236.91
13856,1275,6,308.06
20833,1954,10,73.80
8593,2259,7,327.71
24774,479,9,181.50
12356,951,8,96.59
20787,1603,3,105.94
17962,2220,10,240.96
21397,1445,4,102.04
23472,1199,6,211.36
19803,2223,4,70.95
22561,1486,6,5.57
20873,2320,2,380.37
22124,893,7,157.24
13917,141,7,461.38
21782,2084,4,128.96
17639,1414,3,361.95
21,626,6,244.92
6739,2498,10,74.11
4089,1949,6,9.70
18384,1474,3,204.49
19231,867,10,21.70
5424,1543,10,25.96
252,593,7,328.54
1690,1319,7,453.68
7373,733,10,228.54
6866,527,4,300.88
24054,633,9,269.08
19368,64,2,296.46
11264,1802,5,50.68
5438,999,7,183.24
13134,645,3,242.16
4675,2399,8,97.13
11080,2287,7,210.88
5677,1977,4,125.07
23801,2098,5,56.00
19053,1145,9,394.78
8910,319,1,374.27
24,1088,2,357.22
5247,2446,5,82.17
19036,1692,10,30.07
6746,1313,1,109.57
23565,2237,6,99.66
19763,1779,1,9.31
1916,944,3,212.89
13377,995,5,494.66
18792,1626,4,417.48
14317,2110,2,475.83
23337,2036,10,319.84
10805,308,6,225.70
5294,910,1,133.61
20041,787,4,175.73
5446,983,2,249.44
3969,1029,5,276.75
10009,932,1,254.49
21843,959,7,368.13
9634,903,3,43.18
18857,581,4,113.29
21888,2079,2,395.39
10694,1721,1,82.62
14594,1132,6,150.16
5497,173,3,309.13
11037,171,7,360.10
2300,100,3,69.30
10251,1290,2,358.15
21550,2446,4,395.07
20236,825,1,371.14
20284,1388,4,82.98
24247,979,5,355.85
18942,36,4,93.98
20134,846,6,46.96
10279,2281,3,399.48
19493,1484,3,192.66
6098,930,2,80.93
10231,2170,3,419.61
8624,1032,4,115.76
19214,926,9,208.61
12091,1634,6,269.83
9469,2026,3,459.01
12126,1893,10,225.12
11210,855,8,132.06
18699,633,3,374.36
13971,1763,10,129.05
7313,1205,5,447.52
17682,866,6,498.50
8197,2404,9,284.82
2835,695,7,485.52
13600,1703,4,348.56
2925,456,9,250.25
11338,138,5,377.66
11496,2068,10,257.05
20044,388,5,6.22
5186,1293,1,466.76
17801,903,7,334.17
2460,906,2,229.14
22389,1805,6,445.59
23105,1217,1,22.97
22922,2153,7,419.24
18973,447,2,126.79
336,1025,8,55.69
3173,1804,9,407.37
19477,1590,6,256.36
22821,2352,1,402.79
2735,383,10,135.79
434,524,10,265.96
16034,1773,9,434.36
14486,563,5,420.00
15239,2402,6,20.29
8284,8,7,194.75
22538,733,10,21.52
24699,1393,10,154.31
266,186,4,199.02
13872,1903,1,473.02
5127,1896,10,42.19
6041,2196,1,362.50
14927,1309,2,281.16
14684,284,7,445.19
22073,932,3,363.09
1311,531,5,424.90
11161,1306,8,50.03
10165,322,8,327.27
23760,1465,1,478.81
6276,430,9,268.98
8254,842,6,221.05
817,978,8,111.58
7543,379,6,200.28
1789,1926,7,265.89
1227,2204,5,306.95
4596,1658,1,426.98
8888,1436,8,423.62
1740,2013,6,188.06
12202,833,6,481.40
6625,1173,9,277.38
1752,1222,9,413.67
22151,1366,2,30.22
13106,664,8,9.18
20517,2482,7,254.38
18475,1628,9,353.29
1300,2424,2,153.57
18234,1204,8,371.37
4435,1075,5,462.97
19778,71,8,313.38
15542,990,10,94.95
3843,1826,9,467.98
17975,2493,7,285.17
11671,578,2,230.36
1753,2100,7,285.36
1252,395,1,438.12
3038,309,6,167.01
11602,724,1,33.82
21451,1379,10,260.19
7156,725,1,411.74
6836,2001,7,489.44
20148,1873,6,353.16
17136,2145,3,109.42
11038,181,3,487.86
23900,918,7,485.88
16638,1977,7,199.11
2528,1915,7,5.24
2437,1433,2,314.65
6969,1025,5,158.24
17982,1121,3,331.52
22391,1329,3,101.17
21223,1744,6,241.58
12364,2171,2,393.24
23580,265,7,178.25
15448,1639,6,21.18
18522,246,5,421.54
22116,2408,3,453.59
3606,1173,1,82.83
4592,83,10,45.32
6241,593,6,72.96
3250,1166,5,91.93
17234,1229,10,30.77
9815,375,10,229.35
8823,110,1,444.18
14650,989,6,227.47
14116,1737,3,148.81
8428,552,7,363.10
6433,1375,5,341.09
4288,1633,2,441.90
10010,538,7,257.51
10865,510,7,206.56
15153,1661,10,495.53
17126,804,7,176.76
21882,709,3,335.79
18672,216,2,160.98
6569,1631,4,397.38
716,1637,2,419.46
2869,1686,6,171.91
8594,1543,9,454.94
1590,2058,4,290.16
15626,2356,2,196.80
11708,498,4,325.53
5647,2297,8,2.13
24812,1157,6,1.65
5176,1294,7,312.86
22554,1306,5,336.94
19751,1097,10,124.98
20722,1873,3,227.01
19590,887,1,229.00
13054,2058,9,168.90
20320,626,8,160.75
6902,2410,10,44.85
20824,2135,5,409.20
16835,2443,6,429.31
2958,287,7,392.21
7850,194,5,226.18
7905,1052,1,218.89
7694,1750,2,424.50
6468,58,9,249.96
4320,369,9,64.56
411,430,3,433.96
20726,593,8,396.52
13132,2219,3,249.39
19408,624,8,474.56
21357,2259,6,303.05
12142,802,4,296.60
2135,1668,4,305.14
22057,684,8,353.60
12204,742,1,400.48
7477,1378,1,25.69
3267,180,3,16.67
7142,2331,3,289.44
17798,2390,3,318.23
3910,864,8,409.44
9125,1602,1,127.26
21885,77,1,401.13
22381,1187,10,336.14
8647,1170,7,266.15
5598,1059,5,287.59
23650,2436,7,11.32
10089,2061,9,289.53
941,1066,2,369.48
3011,926,10,389.16
3539,1662,5,437.08
17240,287,2,226.55
15697,2351,3,193.23
24810,1456,9,433.33
22367,1797,7,349.21
1094,874,8,346.95
17109,580,6,396.73
5835,937,7,149.15
10689,1830,9,205.41
24545,1170,3,306.89
8526,2255,2,410.60
3049,916,7,142.29
18113,1449,2,462.39
24568,347,9,494.32
3043,1830,5,431.79
21734,1852,10,349.09
21764,1420,8,475.20
5267,1315,1,485.93
3324,13,9,449.05
6173,1840,4,221.65
11225,2183,8,182.51
5245,818,10,352.36
19638,2084,10,380.27
3244,526,1,19.71
24075,286,5,17.66
3323,1756,2,400.83
14699,2250,2,30.38
789,297,1,374.96
1273,1380,5,214.04
10002,1213,6,441.42
17826,747,7,271.48
13941,1468,6,289.72
12967,2177,6,491.21
3005,2325,4,37.95
17462,1278,4,6.19
10401,2232,6,151.57
16486,636,2,39.76
13349,980,3,128.30
1679,237,7,51.74
6297,2290,7,357.16
10733,1601,4,398.68
9087,1884,5,365.47
12361,577,7,373.65
10195,986,6,225.03
9077,1629,9,266.74
7640,697,5,54.78
20430,1625,2,420.61
3349,1949,2,394.98
12909,862,9,414.71
8605,853,1,189.29
136,2266,1,184.40
450,767,2,200.50
7240,483,9,296.94
18684,2248,3,210.48
16862,1405,10,49.75
5653,1977,10,264.70
1181,1191,2,93.61
3810,1437,10,313.12
8384,2466,7,489.52
6194,679,7,335.82
5525,106,5,449.41
18206,413,5,457.08
15872,2055,6,34.82
20612,1208,3,150.01
346,254,4,142.38
23351,2211,4,350.75
16069,1783,4,404.55
9211,1854,7,411.23
8361,695,2,195.40
2461,2069,1,53.80
18777,2394,9,235.63
20889,504,10,484.90
21061,2103,4,117.40
13390,1435,1,236.07
3028,95,10,47.19
311,1391,7,323.59
11394,2146,4,282.05
21588,1267,10,376.52
4263,1384,4,427.58
2182,795,4,456.55
24249,1863,6,309.92
6889,1476,5,326.12
5572,1091,5,83.54
18901,2410,4,443.45
10168,925,8,83.60
15545,251,6,418.00
11440,1751,6,292.11
18450,2094,3,345.28
10662,2214,4,315.54
17452,96,5,212.75
2874,606,5,255.52
18924,1761,8,22.71
19948,497,9,131.37
7694,1514,7,14.86
10531,2274,3,277.00
11569,2341,4,309.59
20050,2117,5,452.79
17110,2265,6,205.94
5623,1463,2,82.47
4604,417,5,358.28
6196,1776,6,108.64
166,1378,6,423.21
13544,1788,2,349.88
4806,2010,5,65.87
24775,1602,10,185.53
24854,751,2,416.10
7882,1020,1,321.74
5352,1161,10,458.90
24709,1052,10,237.85
21991,2221,6,396.28
3589,1013,6,189.91
4448,1386,5,1.51
21134,720,1,237.16
19256,1229,2,420.20
11345,1728,9,370.30
24610,2113,2,225.06
2089,1477,4,416.44
11437,691,8,80.32
13698,600,9,79.39
15648,1029,6,291.93
2107,378,1,222.32
8371,709,6,190.61
17413,1303,8,107.60
12327,970,10,490.44
2914,1621,6,235.50
14039,881,4,69.87
2819,1548,1,259.75
24409,2150,8,274.45
5873,1612,7,35.96
23821,305,4,304.49
6081,2161,5,201.99
11651,1035,1,31.35
4843,1459,9,339.03
11429,385,4,453.29
14517,1967,8,105.47
23865,1167,9,124.65
1138,1489,8,91.44
12428,2309,9,67.95
7608,1373,2,298.55
7828,201,7,170.60
10164,708,2,197.87
11980,1713,2,176.52
16874,2242,8,272.25
14636,2082,1,196.15
24411,1269,3,103.60
6875,2057,8,428.81
21126,1405,6,258.11
5065,519,4,76.88
14320,1769,8,146.77
19273,553,2,168.40
195,728,3,480.77
11630,1375,10,270.71
3087,951,6,166.45
7375,1945,6,465.96
8972,1362,7,381.88
6161,1880,7,418.60
9155,854,10,137.51
3020,680,4,308.26
17817,108,8,92.02
214,1785,4,360.12
9794,295,9,60.78
6223,2364,8,331.93
16606,608,7,463.49
12567,325,4,265.65
10735,2306,8,295.50
8467,2383,3,210.87
20415,388,5,415.79
21300,683,8,55.59
24001,2064,10,373.85
22651,1057,6,197.70
18845,2175,5,313.10
17160,203,3,119.40
4464,1222,7,16.86
16885,2310,9,320.70
17282,90,9,454.68
1164,2229,7,221.06
3388,2424,8,487.55
21363,544,5,31.09
18060,301,4,110.01
15949,1192,2,190.69
1144,301,8,187.51
18562,2041,10,471.65
10029,130,4,173.03
18809,469,8,475.91
23998,118,5,371.37
21363,198,9,185.10
8126,2480,2,172.81
1535,318,5,119.97
24467,974,9,364.34
24489,1982,3,179.66
3075,2019,5,308.20
13262,407,8,177.85
1169,1190,5,32.41
23873,475,9,326.48
14437,970,2,428.87
5567,851,3,183.07
21294,907,4,415.56
19029,373,9,184.54
21124,1805,2,394.04
12565,2207,5,156.13
21654,2433,1,485.56
10681,1620,5,296.78
1657,1679,9,304.65
16702,2477,7,368.33
23693,1204,8,484.49
15875,718,9,33.87
19153,2331,7,198.30
18100,1035,2,185.81
4895,1493,3,395.22
10358,742,10,453.29
15027,78,3,225.64
23484,259,5,93.56
3994,1204,1,208.87
22270,679,7,22.75
23688,778,7,413.35
3981,98,10,436.88
3007,596,3,361.29
15013,455,4,26.47
24873,2261,3,441.86
21565,471,10,237.25
4783,2319,5,275.76
17371,698,9,278.11
24975,529,8,173.85
2375,433,1,261.42
7604,1376,4,382.19
457,2061,2,372.83
2267,872,1,315.59
21299,906,10,375.37
23552,380,7,470.06
946,1455,7,441.43
15575,1896,10,470.35
2591,125,5,399.54
13494,601,6,447.67
20192,1709,10,407.08
2805,72,9,203.83
13393,2483,6,498.96
20544,1652,4,90.85
23146,2065,10,304.82
945,1545,2,182.49
7321,990,8,160.71
6989,2134,2,294.92
5860,812,10,420.89
2932,1126,2,223.54
21263,1583,5,398.04
11961,2306,9,396.09
20248,1678,7,372.39
21903,576,3,254.54
2921,624,5,427.44
17778,449,3,436.42
478,154,6,444.21
1922,486,3,80.22
15555,1213,3,333.04
15320,1908,3,388.04
4624,1456,2,100.24
9207,2308,3,199.36
8049,1818,10,423.04
8087,547,2,36.96
2492,672,5,366.68
2316,2138,4,320.51
2480,1719,8,229.67
19651,511,5,441.36
14961,2318,8,459.98
6042,677,8,181.00
16288,1911,1,217.41
21440,2080,8,421.71
2853,1856,1,398.24
23727,1979,9,139.01
15006,715,10,81.00
18987,1446,8,422.07
10421,417,8,104.54
23777,1249,4,469.04
1177,2180,10,283.89
1442,2005,9,270.95
19213,767,9,310.81
5858,1192,4,375.01
1157,1698,3,46.78
7343,1837,8,201.49
15992,859,10,67.52
15290,586,7,254.41
15338,1902,10,36.50
15343,421,9,289.37
8927,2411,9,392.12
21952,2115,6,415.14
11343,788,4,100.86
6807,1078,8,466.89
6125,420,10,269.25
253,2386,8,273.18
16976,635,9,400.52
10734,2208,2,134.27
16502,2472,6,90.60
17624,2258,8,361.18
14192,898,9,468.31
23706,1828,8,488.95
1607,758,3,418.36
12644,979,8,422.03
129,2121,6,305.52
16092,1616,7,473.91
2562,705,4,75.79
24663,84,8,22.95
18786,42,1,487.67
5787,1827,1,264.80
422,951,9,217.81
14355,1954,9,458.99
11315,1772,1,379.91
23358,2259,2,246.25
12591,777,4,137.83
19546,339,7,272.25
6386,540,8,470.92
25000,172,4,221.44
7504,376,9,196.28
18563,2239,3,399.04
16821,658,4,7.32
17453,95,4,97.21
10761,1248,7,385.39
5215,570,1,258.65
1035,2431,7,53.52
23302,304,10,422.26
8294,232,8,81.51
17033,2317,8,317.59
19648,2500,2,165.29
255,1124,1,24.24
13051,2285,10,341.80
6623,626,5,242.89
21436,1257,8,42.09
1561,117,3,410.00
8088,354,4,198.61
9803,2091,10,406.81
5139,1318,8,180.51
19000,844,6,42.02
22820,956,9,433.12
11684,1003,4,210.25
7721,895,10,269.63
513,554,2,466.69
3896,1522,4,191.28
9033,1371,9,395.42
21234,2198,9,424.72
15500,629,6,56.71
1251,1919,6,398.51
22250,1971,4,206.55
11558,2409,1,305.49
19654,546,3,244.24
7551,1736,10,41.75
15358,1400,3,360.67
18626,2434,10,357.71
416,402,5,355.96
151,744,9,196.24
12385,338,1,145.91
3851,2383,10,301.15
17856,2275,6,390.63
13528,1856,9,74.89
23206,1520,6,450.65
18690,29,3,443.97
17420,2119,6,401.05
22703,896,4,76.16
22842,295,7,330.07
16205,1561,10,311.70
22079,1625,8,445.73
19682,699,3,411.27
21982,391,5,301.50
9836,978,2,446.20
23824,1682,3,137.74
7661,419,3,359.11
16434,1756,1,317.48
10551,1885,3,363.01
17632,279,5,65.84
7915,1036,5,414.43
15147,2280,7,345.63
12563,2201,1,400.35
13872,817,4,451.32
4349,1997,9,185.01
9584,2103,9,125.31
14691,438,3,34.04
446,934,4,159.09
18941,592,5,164.75
8890,1352,1,374.54
17043,1795,4,105.36
2294,679,3,332.54
9116,941,5,178.66
866,41,4,332.51
18558,454,3,457.39
9878,1598,6,219.39
23288,1832,7,160.85
22353,329,7,325.41
4191,568,5,209.05
16274,445,6,441.39
11911,804,10,213.20
4890,1943,3,237.61
8387,1232,9,445.04
20829,1809,8,440.93
21475,2350,2,438.53
22632,393,4,442.38
6529,1246,4,461.39
3903,2312,6,74.35
16759,945,7,461.27
24938,1862,9,306.54
2130,230,10,55.48
24460,2457,5,388.77
14256,2342,2,99.90
4218,229,5,42.85
14359,754,2,260.48
17891,1236,6,379.52
9994,97,10,19.16
5549,949,9,280.28
24066,653,10,170.70
23890,770,5,462.85
13386,1879,7,427.93
19056,1247,8,441.24
22377,128,4,485.37
9144,948,6,329.54
22769,2434,10,12.40
18509,2100,7,128.87
20679,630,7,435.09
6957,1536,10,129.25
14225,1545,6,65.41
18382,329,7,166.72
18576,1706,9,284.86
938,2342,10,196.56
19209,2169,7,290.57
23755,1254,2,264.71
