id:INT,name:STRING,category:STRING,supplier_id:INT
1128,Product1128,Category42,308
1129,Product1129,Category26,423
1130,Product1130,Category58,463
1131,Product1131,Category65,97
1132,Product1132,Category40,285
1133,Product1133,Office,293
1134,Product1134,Category34,171
1135,Product1135,Category23,67
1136,Product1136,Category80,296
1137,Product1137,Category47,146
1138,Product1138,Category43,320
1139,Product1139,Category22,94
1140,Product1140,Category24,218
1141,Product1141,Category33,193
1142,Product1142,Electronics,354
1143,Product1143,Books,234
1144,Product1144,Electronics,198
1145,Product1145,Category83,233
1146,Product1146,Category41,48
1147,Product1147,Category23,68
1148,Product1148,Electronics,439
1149,Product1149,Health,365
1150,Product1150,Category50,462
1151,Product1151,Movies,18
1152,Product1152,Category66,84
1153,Product1153,Category81,3
1154,Product1154,Beauty,469
1155,Product1155,Toys,260
1156,Product1156,Category55,255
1157,Product1157,Category52,462
1158,Product1158,Home,101
1159,Product1159,Category36,336
1160,Product1160,Category80,450
1161,Product1161,Category80,465
1162,Product1162,Health,426
1163,Product1163,Category84,319
1164,Product1164,Category64,475
1165,Product1165,Category75,381
1166,Product1166,Toys,397
1167,Product1167,Category84,449
1168,Product1168,Office,116
1169,Product1169,Category72,91
1170,Product1170,Category76,134
1171,Product1171,Category65,262
1172,Product1172,Category28,190
1173,Product1173,Category24,64
1174,Product1174,Electronics,170
1175,Product1175,Beauty,270
1176,Product1176,Category43,461
1177,Product1177,Category82,355
1178,Product1178,Category72,246
1179,Product1179,Category24,343
1180,Product1180,Category22,361
1181,Product1181,Category45,180
1182,Product1182,Category73,361
1183,Product1183,Category47,339
1184,Product1184,Category86,105
1185,Product1185,Category66,35
1186,Product1186,Category72,451
1187,Product1187,Category54,413
1188,Product1188,Office,470
1189,Product1189,Category67,83
1190,Product1190,Electronics,204
1191,Product1191,Grocery,495
1192,Product1192,Category71,360
1193,Product1193,Home,255
1194,Product1194,Grocery,172
1195,Product1195,Category52,81
1196,Product1196,Category56,292
1197,Product1197,Electronics,241
1198,Product1198,Category74,308
1199,Product1199,Category77,135
1200,Product1200,Category85,92
1201,Product1201,Electronics,145
1202,Product1202,Category44,82
1203,Product1203,Baby,178
1204,Product1204,Category79,404
1205,Product1205,Category24,495
1206,Product1206,Electronics,350
1207,Product1207,Category63,80
1208,Product1208,Category48,159
1209,Product1209,Beauty,30
1210,Product1210,Category69,393
1211,Product1211,Category71,324
1212,Product1212,Category26,135
1213,Product1213,Category28,300
1214,Product1214,Category76,427
1215,Product1215,Category63,254
1216,Product1216,Software,357
1217,Product1217,Electronics,219
1218,Product1218,Electronics,334
1219,Product1219,Category70,481
1220,Product1220,Category54,17
1221,Product1221,Beauty,134
1222,Product1222,Health,189
1223,Product1223,Category49,137
1224,Product1224,Category34,40
1225,Product1225,Electronics,324
1226,Product1226,Category53,433
1227,Product1227,Category66,116
1228,Product1228,Office,159
1229,Product1229,Category83,157
1230,Product1230,Electronics,449
1231,Product1231,Category50,477
1232,Product1232,Category32,206
1233,Product1233,Beauty,373
1234,Product1234,Category36,339
1235,Product1235,Category76,464
1236,Product1236,Pet Supplies,131
1237,Product1237,Automotive,55
1238,Product1238,Category86,189
1239,Product1239,Category24,102
1240,Product1240,Category46,435
1241,Product1241,Category38,454
1242,Product1242,Category62,276
1243,Product1243,Garden,376
1244,Product1244,Category56,495
1245,Product1245,Health,196
1246,Product1246,Category50,190
1247,Product1247,Category52,73
1248,Product1248,Category74,276
1249,Product1249,Category23,53
1250,Product1250,Electronics,327
1251,Product1251,Category32,16
1252,Product1252,Category21,347
1253,Product1253,Category40,114
1254,Product1254,Category65,71
1255,Product1255,Category56,23
1256,Product1256,Category55,404
1257,Product1257,Category26,249
1258,Product1258,Category31,177
1259,Product1259,Category79,388
1260,Product1260,Category72,417
1261,Product1261,Category73,85
1262,Product1262,Category38,337
1263,Product1263,Category39,20
1264,Product1264,Category21,366
1265,Product1265,Category75,214
1266,Product1266,Category32,397
1267,Product1267,Category26,475
1268,Product1268,Home,132
1269,Product1269,Category54,341
1270,Product1270,Category38,268
1271,Product1271,Sports,302
1272,Product1272,Shoes,362
1273,Product1273,Category52,31
1274,Product1274,Category67,94
1275,Product1275,Category72,133
1276,Product1276,Music,342
1277,Product1277,Office,44
1278,Product1278,Category85,407
1279,Product1279,Category20,347
1280,Product1280,Category45,281
1281,Product1281,Category54,391
1282,Product1282,Electronics,434
1283,Product1283,Category26,277
1284,Product1284,Category76,137
1285,Product1285,Category77,78
1286,Product1286,Electronics,66
1287,Product1287,Category82,81
1288,Product1288,Category58,134
1289,Product1289,Baby,134
1290,Product1290,Category75,442
1291,Product1291,Pet Supplies,363
1292,Product1292,Category53,313
1293,Product1293,Health,42
1294,Product1294,Category38,465
1295,Product1295,Category85,268
1296,Product1296,Electronics,464
1297,Product1297,Grocery,332
1298,Product1298,Category25,213
1299,Product1299,Category39,398
1300,Product1300,Category79,13
1301,Product1301,Category29,6
1302,Product1302,Category22,172
1303,Product1303,Category50,9
1304,Product1304,Category22,80
1305,Product1305,Category86,22
1306,Product1306,Category41,333
1307,Product1307,Category84,417
1308,Product1308,Category37,186
1309,Product1309,Category75,164
1310,Product1310,Jewelry,57
1311,Product1311,Category31,500
1312,Product1312,Category66,391
1313,Product1313,Category45,26
1314,Product1314,Automotive,156
1315,Product1315,Category27,98
1316,Product1316,Sports,450
1317,Product1317,Category74,236
1318,Product1318,Electronics,292
1319,Product1319,Category64,112
1320,Product1320,Category83,426
1321,Product1321,Category53,437
1322,Product1322,Category62,262
1323,Product1323,Jewelry,475
1324,Product1324,Category82,158
1325,Product1325,Category45,9
1326,Product1326,Category81,263
1327,Product1327,Category27,190
1328,Product1328,Category67,153
1329,Product1329,Category28,195
1330,Product1330,Category56,457
1331,Product1331,Category63,140
1332,Product1332,Electronics,281
1333,Product1333,Category73,210
1334,Product1334,Grocery,160
1335,Product1335,Category35,231
1336,Product1336,Category45,402
1337,Product1337,Category21,219
1338,Product1338,Jewelry,324
1339,Product1339,Category24,75
1340,Product1340,Category53,240
1341,Product1341,Category54,401
1342,Product1342,Category77,348
1343,Product1343,Category35,11
1344,Product1344,Category29,199
1345,Product1345,Category61,232
1346,Product1346,Category21,406
1347,Product1347,Category55,248
1348,Product1348,Category69,408
1349,Product1349,Category75,54
1350,Product1350,Category29,248
1351,Product1351,Category30,212
1352,Product1352,Category36,106
1353,Product1353,Category85,334
1354,Product1354,Category80,80
1355,Product1355,Category54,323
1356,Product1356,Category77,93
1357,Product1357,Category25,257
1358,Product1358,Category39,105
1359,Product1359,Category54,45
1360,Product1360,Category86,124
1361,Product1361,Electronics,474
1362,Product1362,Category73,290
1363,Product1363,Category82,179
1364,Product1364,Category51,259
1365,Product1365,Category29,14
1366,Product1366,Category78,325
1367,Product1367,Category51,452
1368,Product1368,Category71,141
1369,Product1369,Category78,392
1370,Product1370,Category26,152
1371,Product1371,Category26,288
1372,Product1372,Category24,108
1373,Product1373,Jewelry,29
1374,Product1374,Category80,153
1375,Product1375,Category52,183
1376,Product1376,Category64,423
1377,Product1377,Category36,293
1378,Product1378,Category69,487
1379,Product1379,Category30,387
1380,Product1380,Category60,262
1381,Product1381,Category72,189
1382,Product1382,Category30,27
1383,Product1383,Category85,93
1384,Product1384,Electronics,359
1385,Product1385,Pet Supplies,252
1386,Product1386,Category64,203
1387,Product1387,Category46,436
1388,Product1388,Category27,179
1389,Product1389,Category23,465
1390,Product1390,Category44,181
1391,Product1391,Home,191
1392,Product1392,Category62,176
1393,Product1393,Beauty,342
1394,Product1394,Category58,379
1395,Product1395,Category50,10
1396,Product1396,Category48,286
1397,Product1397,Category79,155
1398,Product1398,Music,491
1399,Product1399,Category74,312
1400,Product1400,Books,228
1401,Product1401,Category75,406
1402,Product1402,Jewelry,158
1403,Product1403,Category55,39
1404,Product1404,Toys,486
1405,Product1405,Category34,364
1406,Product1406,Grocery,307
1407,Product1407,Pet Supplies,334
1408,Product1408,Category26,370
1409,Product1409,Category38,301
1410,Product1410,Home,36
1411,Product1411,Sports,167
1412,Product1412,Category53,16
1413,Product1413,Category77,484
1414,Product1414,Category67,132
1415,Product1415,Category38,93
1416,Product1416,Tools,291
1417,Product1417,Category60,172
1418,Product1418,Electronics,84
1419,Product1419,Category35,186
1420,Product1420,Category63,484
1421,Product1421,Jewelry,53
1422,Product1422,Category80,193
1423,Product1423,Category75,280
1424,Product1424,Category81,497
1425,Product1425,Category62,245
1426,Product1426,Category61,190
1427,Product1427,Category42,308
1428,Product1428,Category22,278
1429,Product1429,Category37,200
1430,Product1430,Shoes,327
1431,Product1431,Category45,79
1432,Product1432,Category48,307
1433,Product1433,Health,379
1434,Product1434,Category46,314
1435,Product1435,Garden,290
1436,Product1436,Electronics,1
1437,Product1437,Category73,162
1438,Product1438,Category75,173
1439,Product1439,Electronics,310
1440,Product1440,Category40,9
1441,Product1441,Software,421
1442,Product1442,Category82,390
1443,Product1443,Software,417
1444,Product1444,Category71,284
1445,Product1445,Automotive,308
1446,Product1446,Home,328
1447,Product1447,Electronics,300
1448,Product1448,Category48,436
1449,Product1449,Electronics,24
1450,Product1450,Category54,405
1451,Product1451,Electronics,137
1452,Product1452,Category61,381
1453,Product1453,Category64,446
1454,Product1454,Category30,395
1455,Product1455,Health,57
1456,Product1456,Category51,295
1457,Product1457,Category79,12
1458,Product1458,Category54,492
1459,Product1459,Jewelry,177
1460,Product1460,Category50,313
1461,Product1461,Category63,269
1462,Product1462,Category76,400
1463,Product1463,Category30,265
1464,Product1464,Category86,287
1465,Product1465,Category81,386
1466,Product1466,Category82,319
1467,Product1467,Category73,299
1468,Product1468,Electronics,28
1469,Product1469,Electronics,219
1470,Product1470,Category70,165
1471,Product1471,Beauty,453
1472,Product1472,Category61,430
1473,Product1473,Category46,328
1474,Product1474,Beauty,341
1475,Product1475,Electronics,250
1476,Product1476,Category42,121
1477,Product1477,Movies,404
1478,Product1478,Category57,321
1479,Product1479,Movies,472
1480,Product1480,Category56,67
1481,Product1481,Category49,368
1482,Product1482,Books,462
1483,Product1483,Category61,58
1484,Product1484,Category44,10
1485,Product1485,Category80,118
1486,Product1486,Garden,35
1487,Product1487,Sports,443
1488,Product1488,Category60,136
1489,Product1489,Category38,70
1490,Product1490,Category43,227
1491,Product1491,Category34,478
1492,Product1492,Category28,44
1493,Product1493,Category37,282
1494,Product1494,Category71,214
1495,Product1495,Category50,27
1496,Product1496,Grocery,90
1497,Product1497,Category29,89
1498,Product1498,Category31,20
1499,Product1499,Category25,184
1500,Product1500,Automotive,78
1501,Product1501,Category34,425
1502,Product1502,Category35,111
1503,Product1503,Garden,499
1504,Product1504,Category45,34
1505,Product1505,Category63,333
1506,Product1506,Books,272
1507,Product1507,Home,314
1508,Product1508,Baby,463
1509,Product1509,Category80,288
1510,Product1510,Category63,133
1511,Product1511,Category65,464
1512,Product1512,Category23,182
1513,Product1513,Category36,363
1514,Product1514,Software,63
1515,Product1515,Category51,202
1516,Product1516,Category49,88
1517,Product1517,Category31,495
1518,Product1518,Baby,117
1519,Product1519,Category77,330
1520,Product1520,Category22,17
1521,Product1521,Category61,313
1522,Product1522,Category65,218
1523,Product1523,Category81,369
1524,Product1524,Books,310
1525,Product1525,Software,66
1526,Product1526,Category64,72
1527,Product1527,Category85,255
1528,Product1528,Grocery,122
1529,Product1529,Category25,291
1530,Product1530,Category57,118
1531,Product1531,Category29,415
1532,Product1532,Category65,61
1533,Product1533,Category23,341
1534,Product1534,Category24,498
1535,Product1535,Category37,83
1536,Product1536,Category73,413
1537,Product1537,Category32,407
1538,Product1538,Category24,309
1539,Product1539,Category26,476
1540,Product1540,Category69,443
1541,Product1541,Category35,259
1542,Product1542,Category72,499
1543,Product1543,Category24,66
1544,Product1544,Category45,387
1545,Product1545,Category51,297
1546,Product1546,Category64,60
1547,Product1547,Category73,383
1548,Product1548,Books,361
1549,Product1549,Category41,137
1550,Product1550,Category75,97
1551,Product1551,Electronics,89
1552,Product1552,Category26,167
1553,Product1553,Category70,240
1554,Product1554,Category81,365
1555,Product1555,Category36,54
1556,Product1556,Category25,467
1557,Product1557,Jewelry,15
1558,Product1558,Category42,239
1559,Product1559,Category56,322
1560,Product1560,Category20,104
1561,Product1561,Category30,240
1562,Product1562,Grocery,68
1563,Product1563,Category53,307
1564,Product1564,Books,158
1565,Product1565,Category64,432
1566,Product1566,Baby,468
1567,Product1567,Category32,200
1568,Product1568,Category38,36
1569,Product1569,Category38,311
1570,Product1570,Category72,105
1571,Product1571,Category49,416
1572,Product1572,Category43,492
1573,Product1573,Category28,457
1574,Product1574,Toys,269
1575,Product1575,Category27,434
1576,Product1576,Category73,130
1577,Product1577,Category25,208
1578,Product1578,Category70,488
1579,Product1579,Category86,200
1580,Product1580,Jewelry,235
1581,Product1581,Beauty,452
1582,Product1582,Category37,139
1583,Product1583,Category38,362
1584,Product1584,Category40,230
1585,Product1585,Category23,216
1586,Product1586,Category24,420
1587,Product1587,Baby,203
1588,Product1588,Category30,115
1589,Product1589,Category77,97
1590,Product1590,Category30,296
1591,Product1591,Electronics,462
1592,Product1592,Category49,114
1593,Product1593,Category53,248
1594,Product1594,Category25,344
1595,Product1595,Category52,413
1596,Product1596,Category24,445
1597,Product1597,Electronics,195
1598,Product1598,Category24,298
1599,Product1599,Category80,189
1600,Product1600,Category31,170
1601,Product1601,Movies,235
1602,Product1602,Category71,266
1603,Product1603,Electronics,209
1604,Product1604,Clothing,162
1605,Product1605,Category44,144
1606,Product1606,Clothing,380
1607,Product1607,Category36,261
1608,Product1608,Category57,264
1609,Product1609,Category43,382
1610,Product1610,Category84,339
1611,Product1611,Category48,487
1612,Product1612,Category52,80
1613,Product1613,Category59,173
1614,Product1614,Office,276
1615,Product1615,Category56,126
1616,Product1616,Category32,492
1617,Product1617,Grocery,484
1618,Product1618,Category67,243
1619,Product1619,Jewelry,22
1620,Product1620,Category83,277
1621,Product1621,Category57,312
1622,Product1622,Category51,289
1623,Product1623,Category57,124
1624,Product1624,Category37,5
1625,Product1625,Category43,120
1626,Product1626,Software,297
1627,Product1627,Category40,243
1628,Product1628,Home,19
1629,Product1629,Category36,178
1630,Product1630,Category26,75
1631,Product1631,Electronics,451
1632,Product1632,Beauty,113
1633,Product1633,Category60,287
1634,Product1634,Category63,435
1635,Product1635,Category33,176
1636,Product1636,Category45,196
1637,Product1637,Software,455
1638,Product1638,Category78,123
1639,Product1639,Category34,78
1640,Product1640,Electronics,377
1641,Product1641,Category67,234
1642,Product1642,Category22,325
1643,Product1643,Category56,457
1644,Product1644,Category62,322
1645,Product1645,Electronics,441
1646,Product1646,Category29,358
1647,Product1647,Beauty,146
1648,Product1648,Software,119
1649,Product1649,Grocery,151
1650,Product1650,Category73,72
1651,Product1651,Books,284
1652,Product1652,Shoes,172
1653,Product1653,Category67,187
1654,Product1654,Grocery,151
1655,Product1655,Office,149
1656,Product1656,Category30,486
1657,Product1657,Category26,91
1658,Product1658,Category30,65
1659,Product1659,Music,366
1660,Product1660,Clothing,433
1661,Product1661,Books,320
1662,Product1662,Electronics,164
1663,Product1663,Category77,55
1664,Product1664,Electronics,171
1665,Product1665,Category70,90
1666,Product1666,Category45,153
1667,Product1667,Music,418
1668,Product1668,Category71,363
1669,Product1669,Electronics,25
1670,Product1670,Electronics,246
1671,Product1671,Electronics,21
1672,Product1672,Category73,101
1673,Product1673,Category27,344
1674,Product1674,Category61,406
1675,Product1675,Category66,480
1676,Product1676,Electronics,314
1677,Product1677,Jewelry,12
1678,Product1678,Category32,333
1679,Product1679,Health,71
1680,Product1680,Category29,149
1681,Product1681,Category71,299
1682,Product1682,Category29,341
1683,Product1683,Category64,318
1684,Product1684,Category67,8
1685,Product1685,Electronics,406
1686,Product1686,Category65,82
1687,Product1687,Category47,405
1688,Product1688,Category83,153
1689,Product1689,Software,26
1690,Product1690,Category36,217
1691,Product1691,Category58,49
1692,Product1692,Category39,157
1693,Product1693,Garden,87
1694,Product1694,Category44,264
1695,Product1695,Electronics,399
1696,Product1696,Garden,122
1697,Product1697,Category34,474
1698,Product1698,Category62,70
1699,Product1699,Health,352
1700,Product1700,Category74,45
1701,Product1701,Category24,252
1702,Product1702,Category54,346
1703,Product1703,Category63,162
1704,Product1704,Category44,92
1705,Product1705,Category46,311
1706,Product1706,Category36,212
1707,Product1707,Category58,487
1708,Product1708,Category59,416
1709,Product1709,Grocery,11
1710,Product1710,Category47,459
1711,Product1711,Category61,102
1712,Product1712,Category76,29
1713,Product1713,Category39,207
1714,Product1714,Garden,98
1715,Product1715,Tools,77
1716,Product1716,Category21,31
1717,Product1717,Category38,174
1718,Product1718,Category41,111
1719,Product1719,Category55,67
1720,Product1720,Pet Supplies,185
1721,Product1721,Category61,161
1722,Product1722,Category86,196
1723,Product1723,Electronics,112
1724,Product1724,Category43,125
1725,Product1725,Category62,163
1726,Product1726,Tools,396
1727,Product1727,Category36,296
1728,Product1728,Office,342
1729,Product1729,Movies,69
1730,Product1730,Electronics,478
1731,Product1731,Category69,125
1732,Product1732,Category75,234
1733,Product1733,Category20,480
1734,Product1734,Category40,160
1735,Product1735,Category57,320
1736,Product1736,Category71,25
1737,Product1737,Electronics,433
1738,Product1738,Category28,147
1739,Product1739,Category77,384
1740,Product1740,Tools,274
1741,Product1741,Category33,239
1742,Product1742,Category49,239
1743,Product1743,Category86,449
1744,Product1744,Category21,306
1745,Product1745,Category24,24
1746,Product1746,Category36,212
1747,Product1747,Pet Supplies,462
1748,Product1748,Electronics,11
1749,Product1749,Category82,65
1750,Product1750,Category70,40
1751,Product1751,Category50,136
1752,Product1752,Category46,283
1753,Product1753,Category83,435
1754,Product1754,Baby,297
1755,Product1755,Category23,3
1756,Product1756,Category23,247
1757,Product1757,Category61,215
1758,Product1758,Electronics,77
1759,Product1759,Category62,298
1760,Product1760,Automotive,444
1761,Product1761,Category61,334
1762,Product1762,Shoes,479
1763,Product1763,Category33,154
1764,Product1764,Movies,4
1765,Product1765,Category25,173
1766,Product1766,Category43,131
1767,Product1767,Sports,12
1768,Product1768,Beauty,6
1769,Product1769,Category31,17
1770,Product1770,Garden,265
1771,Product1771,Category61,378
1772,Product1772,Category67,330
1773,Product1773,Electronics,217
1774,Product1774,Category48,104
1775,Product1775,Automotive,102
1776,Product1776,Category80,22
1777,Product1777,Category41,408
1778,Product1778,Toys,324
1779,Product1779,Office,447
1780,Product1780,Shoes,108
1781,Product1781,Category51,186
1782,Product1782,Category61,489
1783,Product1783,Office,298
1784,Product1784,Category28,38
1785,Product1785,Category55,473
1786,Product1786,Category75,316
1787,Product1787,Category72,356
1788,Product1788,Electronics,415
1789,Product1789,Category58,56
1790,Product1790,Category60,35
1791,Product1791,Category47,376
1792,Product1792,Category29,267
1793,Product1793,Category21,256
1794,Product1794,Category53,197
1795,Product1795,Health,481
1796,Product1796,Category63,299
1797,Product1797,Category67,428
1798,Product1798,Category23,149
1799,Product1799,Category53,269
1800,Product1800,Category32,58
1801,Product1801,Electronics,97
1802,Product1802,Category32,192
1803,Product1803,Category44,157
1804,Product1804,Category70,248
1805,Product1805,Category28,292
1806,Product1806,Automotive,220
1807,Product1807,Music,264
1808,Product1808,Category84,156
1809,Product1809,Category60,330
1810,Product1810,Category37,122
1811,Product1811,Category67,283
1812,Product1812,Category49,42
1813,Product1813,Category59,431
1814,Product1814,Category61,195
1815,Product1815,Category22,64
1816,Product1816,Category44,14
1817,Product1817,Category32,342
1818,Product1818,Category84,137
1819,Product1819,Electronics,387
1820,Product1820,Category47,103
1821,Product1821,Category79,154
1822,Product1822,Category20,174
1823,Product1823,Category72,52
1824,Product1824,Beauty,195
1825,Product1825,Electronics,436
1826,Product1826,Home,72
1827,Product1827,Category71,50
1828,Product1828,Electronics,449
1829,Product1829,Garden,443
1830,Product1830,Category82,388
1831,Product1831,Category39,401
1832,Product1832,Category66,395
1833,Product1833,Category61,91
1834,Product1834,Category58,132
1835,Product1835,Category50,422
1836,Product1836,Category69,262
1837,Product1837,Category47,306
1838,Product1838,Category83,304
1839,Product1839,Category63,220
1840,Product1840,Category78,347
1841,Product1841,Category34,338
1842,Product1842,Category63,123
1843,Product1843,Pet Supplies,253
1844,Product1844,Category74,223
1845,Product1845,Category51,215
1846,Product1846,Category76,460
1847,Product1847,Office,293
1848,Product1848,Category31,309
1849,Product1849,Category57,305
1850,Product1850,Electronics,38
1851,Product1851,Category76,56
1852,Product1852,Sports,365
1853,Product1853,Clothing,422
1854,Product1854,Clothing,58
1855,Product1855,Electronics,52
1856,Product1856,Software,176
1857,Product1857,Category38,169
1858,Product1858,Category83,222
1859,Product1859,Garden,344
1860,Product1860,Category85,108
1861,Product1861,Category33,129
1862,Product1862,Category37,137
1863,Product1863,Category76,295
1864,Product1864,Books,490
1865,Product1865,Category36,314
1866,Product1866,Category65,29
1867,Product1867,Category40,66
1868,Product1868,Category23,15
1869,Product1869,Category28,205
1870,Product1870,Category70,345
1871,Product1871,Category23,182
1872,Product1872,Electronics,404
1873,Product1873,Category75,57
1874,Product1874,Category31,298
1875,Product1875,Category76,261
1876,Product1876,Category53,298
1877,Product1877,Category52,113
1878,Product1878,Category53,206
1879,Product1879,Category50,325
1880,Product1880,Category32,329
1881,Product1881,Toys,294
1882,Product1882,Shoes,313
1883,Product1883,Category58,56
1884,Product1884,Category43,147
1885,Product1885,Category67,304
1886,Product1886,Category58,7
1887,Product1887,Category76,421
1888,Product1888,Software,152
1889,Product1889,Category62,122
1890,Product1890,Electronics,99
1891,Product1891,Category49,264
1892,Product1892,Category34,476
1893,Product1893,Category61,81
1894,Product1894,Category73,264
1895,Product1895,Category67,194
1896,Product1896,Jewelry,299
1897,Product1897,Category56,446
1898,Product1898,Category84,109
1899,Product1899,Category45,156
1900,Product1900,Category46,331
1901,Product1901,Office,281
1902,Product1902,Music,444
1903,Product1903,Category26,349
1904,Product1904,Category30,267
1905,Product1905,Category31,412
1906,Product1906,Category69,304
1907,Product1907,Electronics,378
1908,Product1908,Electronics,94
1909,Product1909,Category64,267
1910,Product1910,Shoes,320
1911,Product1911,Category75,357
1912,Product1912,Electronics,331
1913,Product1913,Category70,398
1914,Product1914,Category36,49
1915,Product1915,Category57,255
1916,Product1916,Electronics,63
1917,Product1917,Category84,456
1918,Product1918,Category41,188
1919,Product1919,Category48,392
1920,Product1920,Category67,483
1921,Product1921,Category32,457
1922,Product1922,Category48,445
1923,Product1923,Category43,24
1924,Product1924,Category75,192
1925,Product1925,Category33,158
1926,Product1926,Category82,68
1927,Product1927,Category82,174
1928,Product1928,Garden,207
1929,Product1929,Grocery,33
1930,Product1930,Category84,357
1931,Product1931,Category83,369
1932,Product1932,Category74,380
1933,Product1933,Category47,447
1934,Product1934,Category67,475
1935,Product1935,Category47,97
1936,Product1936,Category77,156
1937,Product1937,Category29,180
1938,Product1938,Category79,97
1939,Product1939,Electronics,126
1940,Product1940,Garden,469
1941,Product1941,Category51,277
1942,Product1942,Category85,69
1943,Product1943,Category81,196
1944,Product1944,Category20,342
1945,Product1945,Category51,3
1946,Product1946,Category55,88
1947,Product1947,Office,262
1948,Product1948,Pet Supplies,164
1949,Product1949,Electronics,129
1950,Product1950,Category53,242
1951,Product1951,Category64,250
1952,Product1952,Category27,379
1953,Product1953,Clothing,50
1954,Product1954,Category44,85
1955,Product1955,Category23,111
1956,Product1956,Category64,79
1957,Product1957,Category84,115
1958,Product1958,Category40,494
1959,Product1959,Category62,82
1960,Product1960,Category79,401
1961,Product1961,Garden,160
1962,Product1962,Category54,123
1963,Product1963,Category52,441
1964,Product1964,Category20,15
1965,Product1965,Category41,250
1966,Product1966,Category52,199
1967,Product1967,Category33,270
1968,Product1968,Category72,21
1969,Product1969,Category31,81
1970,Product1970,Toys,452
1971,Product1971,Category21,425
1972,Product1972,Category40,271
1973,Product1973,Category45,262
1974,Product1974,Category47,59
1975,Product1975,Category68,261
1976,Product1976,Category79,151
1977,Product1977,Category76,381
1978,Product1978,Category73,359
1979,Product1979,Category59,474
1980,Product1980,Category72,85
1981,Product1981,Category49,498
1982,Product1982,Category78,207
1983,Product1983,Electronics,457
1984,Product1984,Category72,317
1985,Product1985,Category24,435
1986,Product1986,Category77,490
1987,Product1987,Category51,39
1988,Product1988,Category56,410
1989,Product1989,Category49,442
1990,Product1990,Category59,264
1991,Product1991,Tools,294
1992,Product1992,Category61,440
1993,Product1993,Category55,210
1994,Product1994,Category49,169
1995,Product1995,Category61,486
1996,Product1996,Electronics,305
1997,Product1997,Category75,310
1998,Product1998,Toys,249
1999,Product1999,Category51,86
2000,Product2000,Category85,169
2001,Product2001,Office,253
2002,Product2002,Category21,445
2003,Product2003,Category79,398
2004,Product2004,Category45,36
2005,Product2005,Clothing,242
2006,Product2006,Category28,299
2007,Product2007,Category39,358
2008,Product2008,Category27,270
2009,Product2009,Category56,492
2010,Product2010,Category77,56
2011,Product2011,Category31,472
2012,Product2012,Electronics,436
2013,Product2013,Category52,49
2014,Product2014,Pet Supplies,61
2015,Product2015,Category49,306
2016,Product2016,Category67,411
2017,Product2017,Category77,388
2018,Product2018,Category52,440
2019,Product2019,Category56,329
2020,Product2020,Category24,347
2021,Product2021,Toys,71
2022,Product2022,Category80,293
2023,Product2023,Category61,314
2024,Product2024,Electronics,216
2025,Product2025,Category47,482
2026,Product2026,Category55,340
2027,Product2027,Category75,315
2028,Product2028,Category68,376
2029,Product2029,Category77,356
2030,Product2030,Automotive,157
2031,Product2031,Category49,107
2032,Product2032,Health,387
2033,Product2033,Jewelry,256
2034,Product2034,Category27,429
2035,Product2035,Electronics,437
2036,Product2036,Category83,83
2037,Product2037,Category33,455
2038,Product2038,Category49,200
2039,Product2039,Category58,180
2040,Product2040,Sports,110
2041,Product2041,Category80,226
2042,Product2042,Category56,496
2043,Product2043,Software,12
2044,Product2044,Category41,145
2045,Product2045,Tools,205
2046,Product2046,Software,284
2047,Product2047,Category69,78
2048,Product2048,Category43,498
2049,Product2049,Category32,290
2050,Product2050,Category22,59
2051,Product2051,Category57,8
2052,Product2052,Category31,491
2053,Product2053,Category56,313
2054,Product2054,Category55,366
2055,Product2055,Music,35
2056,Product2056,Category26,129
2057,Product2057,Tools,138
2058,Product2058,Category40,95
2059,Product2059,Category86,391
2060,Product2060,Toys,500
2061,Product2061,Category83,243
2062,Product2062,Category85,99
2063,Product2063,Category40,290
2064,Product2064,Category72,290
2065,Product2065,Category53,336
2066,Product2066,Category55,103
2067,Product2067,Category68,465
2068,Product2068,Category28,175
2069,Product2069,Category56,298
2070,Product2070,Shoes,22
2071,Product2071,Category36,338
2072,Product2072,Home,104
2073,Product2073,Category64,377
2074,Product2074,Category39,147
2075,Product2075,Category24,241
2076,Product2076,Category70,366
2077,Product2077,Category68,7
2078,Product2078,Category56,243
2079,Product2079,Category20,212
2080,Product2080,Category53,389
2081,Product2081,Category56,144
2082,Product2082,Category20,408
2083,Product2083,Category32,489
2084,Product2084,Category66,47
2085,Product2085,Category58,166
2086,Product2086,Category84,1
2087,Product2087,Category86,428
2088,Product2088,Category69,269
2089,Product2089,Category27,228
2090,Product2090,Category50,458
2091,Product2091,Books,487
2092,Product2092,Category81,260
2093,Product2093,Category79,11
2094,Product2094,Category22,155
2095,Product2095,Office,450
2096,Product2096,Category75,140
2097,Product2097,Category43,392
2098,Product2098,Electronics,258
2099,Product2099,Automotive,307
2100,Product2100,Electronics,335
2101,Product2101,Category86,315
2102,Product2102,Category77,103
2103,Product2103,Toys,29
2104,Product2104,Category43,6
2105,Product2105,Category43,462
2106,Product2106,Category83,7
2107,Product2107,Sports,18
2108,Product2108,Category77,80
2109,Product2109,Category74,164
2110,Product2110,Category39,154
2111,Product2111,Tools,216
2112,Product2112,Automotive,184
2113,Product2113,Category68,434
2114,Product2114,Category22,499
2115,Product2115,Category74,91
2116,Product2116,Category29,405
