id:INT,customer_id:INT,total:DOUBLE,year:INT,status:STRING
5130,249,205.32,2023,refunded
5131,37,413.17,2023,completed
5132,340,747.32,2022,completed
5133,384,317.66,2024,completed
5134,164,155.07,2024,pending
5135,484,989.03,2023,completed
5136,359,547.99,2020,cancelled
5137,134,165.53,2024,completed
5138,218,984.22,2023,cancelled
5139,330,274.51,2021,completed
5140,140,863.34,2020,pending
5141,331,839.93,2022,completed
5142,72,714.42,2020,refunded
5143,246,214.89,2021,cancelled
5144,326,442.90,2020,refunded
5145,155,510.06,2023,refunded
5146,402,764.81,2021,refunded
5147,316,973.61,2023,completed
5148,163,334.76,2024,completed
5149,38,279.25,2023,pending
5150,486,215.32,2023,pending
5151,194,472.42,2022,cancelled
5152,39,73.41,2023,cancelled
5153,123,533.17,2021,completed
5154,363,560.50,2021,cancelled
5155,163,602.23,2024,completed
5156,249,383.45,2023,completed
5157,73,485.76,2020,pending
5158,320,60.83,2021,completed
5159,113,804.64,2023,refunded
5160,390,596.77,2024,completed
5161,79,506.76,2023,completed
5162,233,611.90,2021,pending
5163,458,359.17,2020,completed
5164,500,703.52,2020,completed
5165,239,996.98,2021,cancelled
5166,497,224.13,2024,completed
5167,23,132.29,2020,cancelled
5168,85,504.12,2023,completed
5169,411,167.62,2024,cancelled
5170,232,307.28,2021,completed
5171,268,993.70,2023,pending
5172,455,74.70,2022,refunded
5173,204,997.32,2023,cancelled
5174,12,80.57,2020,completed
5175,434,720.63,2024,completed
5176,170,822.87,2024,completed
5177,263,211.08,2020,cancelled
5178,56,609.22,2021,completed
5179,219,50.67,2024,completed
5180,365,921.97,2023,completed
5181,276,64.89,2024,refunded
5182,404,837.81,2021,completed
5183,143,551.03,2023,completed
5184,26,937.80,2024,cancelled
5185,202,335.91,2024,completed
5186,228,747.67,2023,completed
5187,454,335.98,2024,refunded
5188,414,252.65,2023,completed
5189,405,610.60,2021,cancelled
5190,206,714.28,2020,completed
5191,479,493.65,2020,refunded
5192,245,828.00,2022,pending
5193,190,679.81,2024,completed
5194,328,75.25,2022,cancelled
5195,307,67.36,2020,completed
5196,326,555.01,2023,pending
5197,7,337.54,2024,completed
5198,57,380.64,2023,cancelled
5199,207,400.48,2020,completed
5200,100,759.46,2021,completed
5201,75,693.95,2023,completed
5202,472,258.73,2024,pending
5203,379,622.92,2024,completed
5204,122,624.69,2020,refunded
5205,437,661.98,2024,completed
5206,111,958.73,2020,pending
5207,171,138.06,2023,completed
5208,187,320.75,2020,completed
5209,416,100.35,2021,completed
5210,33,797.91,2022,cancelled
5211,135,334.54,2024,completed
5212,226,497.58,2021,refunded
5213,302,949.02,2023,pending
5214,262,294.65,2021,completed
5215,416,783.03,2024,cancelled
5216,78,551.67,2022,refunded
5217,255,856.01,2021,refunded
5218,289,300.62,2022,pending
5219,94,894.73,2024,completed
5220,294,378.71,2022,completed
5221,334,212.49,2022,refunded
5222,360,892.26,2022,completed
5223,308,717.49,2024,completed
5224,88,95.73,2022,completed
5225,257,695.46,2022,completed
5226,247,860.15,2020,completed
5227,251,135.65,2023,refunded
5228,7,911.18,2024,refunded
5229,347,285.29,2021,completed
5230,40,866.84,2020,cancelled
5231,272,810.03,2022,completed
5232,297,34.52,2023,cancelled
5233,500,803.22,2021,completed
5234,75,707.19,2020,refunded
5235,301,908.53,2021,completed
5236,466,936.73,2021,completed
5237,61,251.32,2020,completed
5238,99,297.06,2024,cancelled
5239,251,878.07,2022,completed
5240,486,304.88,2022,pending
5241,349,448.51,2020,completed
5242,175,266.65,2024,cancelled
5243,384,139.26,2022,refunded
5244,147,419.30,2023,pending
5245,442,128.62,2022,completed
5246,407,646.54,2022,completed
5247,478,803.82,2022,refunded
5248,186,734.33,2021,completed
5249,156,923.12,2021,pending
5250,408,32.70,2020,cancelled
5251,376,259.64,2023,completed
5252,38,581.25,2020,completed
5253,133,750.47,2022,completed
5254,62,379.42,2022,completed
5255,449,506.80,2023,completed
5256,199,249.45,2024,completed
5257,14,293.87,2020,completed
5258,146,781.88,2022,completed
5259,451,20.92,2020,cancelled
5260,116,42.86,2020,refunded
5261,120,38.64,2021,pending
5262,407,913.51,2022,refunded
5263,488,51.65,2021,completed
5264,351,203.20,2021,refunded
5265,489,310.45,2022,completed
5266,202,837.07,2024,completed
5267,429,473.41,2020,completed
5268,303,76.13,2024,cancelled
5269,326,449.84,2021,completed
5270,441,781.83,2024,refunded
5271,210,119.06,2022,completed
5272,348,246.82,2020,completed
5273,258,413.19,2020,refunded
5274,451,981.06,2020,pending
5275,209,122.95,2024,refunded
5276,154,975.96,2022,refunded
5277,81,89.17,2024,refunded
5278,341,653.80,2024,refunded
5279,424,976.05,2023,pending
5280,258,461.86,2024,refunded
5281,402,505.19,2021,completed
5282,31,364.25,2022,completed
5283,454,818.77,2021,completed
5284,397,786.04,2022,refunded
5285,496,892.56,2020,cancelled
5286,284,10.74,2020,cancelled
5287,306,795.28,2024,completed
5288,115,456.65,2022,completed
5289,377,915.83,2021,completed
5290,495,66.74,2021,refunded
5291,495,43.12,2023,completed
5292,423,601.67,2020,cancelled
5293,334,736.27,2023,refunded
5294,430,854.27,2020,pending
5295,93,225.50,2020,cancelled
5296,106,594.94,2020,cancelled
5297,64,22.13,2020,completed
5298,33,635.67,2024,completed
5299,12,794.72,2023,pending
5300,3,983.27,2023,pending
5301,489,464.34,2021,cancelled
5302,473,738.76,2022,completed
5303,403,161.45,2022,completed
5304,433,907.33,2024,completed
5305,139,212.61,2023,pending
5306,477,382.35,2021,completed
5307,375,909.75,2024,refunded
5308,257,223.01,2020,refunded
5309,64,614.28,2023,refunded
5310,303,532.93,2022,completed
5311,14,118.65,2024,completed
5312,414,13.75,2022,refunded
5313,89,369.86,2021,completed
5314,338,138.67,2024,refunded
5315,490,580.33,2021,completed
5316,56,417.80,2024,completed
5317,291,623.86,2024,completed
5318,149,871.15,2022,cancelled
5319,101,406.59,2023,pending
5320,320,470.99,2022,completed
5321,88,442.04,2022,completed
5322,222,49.50,2024,refunded
5323,317,117.38,2022,cancelled
5324,236,72.90,2021,completed
5325,45,804.44,2021,completed
5326,66,620.52,2020,completed
5327,62,763.07,2024,refunded
5328,35,176.33,2023,pending
5329,282,524.62,2023,pending
5330,52,131.63,2020,completed
5331,96,534.57,2023,refunded
5332,200,330.27,2021,pending
5333,281,447.12,2023,cancelled
5334,112,543.20,2021,completed
5335,273,321.60,2020,completed
5336,254,262.70,2023,cancelled
5337,177,426.24,2020,pending
5338,254,43.17,2022,cancelled
5339,190,294.04,2024,completed
5340,275,29.87,2022,refunded
5341,439,639.88,2024,completed
5342,411,811.56,2024,refunded
5343,223,797.59,2020,completed
5344,42,943.34,2020,completed
5345,500,70.44,2023,completed
5346,44,575.98,2023,cancelled
5347,260,348.18,2022,completed
5348,292,271.00,2023,completed
5349,203,925.84,2020,completed
5350,461,391.20,2021,pending
5351,461,242.71,2024,completed
5352,392,586.76,2020,pending
5353,240,558.82,2022,completed
5354,343,289.35,2023,cancelled
5355,319,752.11,2024,completed
5356,323,215.00,2022,cancelled
5357,251,620.01,2024,completed
5358,187,173.68,2021,cancelled
5359,45,796.40,2022,completed
5360,294,937.42,2022,completed
5361,172,873.62,2021,pending
5362,67,498.20,2024,completed
5363,491,539.05,2021,cancelled
5364,390,545.56,2020,completed
5365,93,966.42,2021,completed
5366,329,127.58,2024,completed
5367,142,851.58,2020,refunded
5368,25,244.88,2023,refunded
5369,435,778.00,2023,completed
5370,395,296.86,2022,completed
5371,401,356.86,2024,refunded
5372,241,913.89,2021,completed
5373,39,415.85,2024,refunded
5374,449,613.94,2023,pending
5375,450,848.55,2024,pending
5376,110,504.89,2023,completed
5377,220,520.82,2021,pending
5378,134,939.72,2021,completed
5379,47,65.53,2020,completed
5380,56,509.72,2022,completed
5381,140,245.42,2020,completed
5382,474,549.36,2021,refunded
5383,409,871.05,2023,pending
5384,92,217.15,2020,pending
5385,484,781.52,2024,completed
5386,347,157.41,2021,pending
5387,28,140.00,2021,pending
5388,243,259.83,2023,pending
5389,496,432.36,2024,cancelled
5390,81,419.12,2022,completed
5391,383,804.84,2020,completed
5392,82,89.50,2024,completed
5393,457,404.80,2020,completed
5394,4,762.91,2023,completed
5395,500,541.15,2024,cancelled
5396,388,379.49,2022,completed
5397,361,152.67,2024,completed
5398,52,699.15,2021,pending
5399,267,429.53,2023,completed
5400,354,469.39,2022,pending
5401,47,735.33,2020,cancelled
5402,273,871.86,2024,completed
5403,94,954.35,2021,pending
5404,154,671.37,2020,completed
5405,344,464.84,2023,completed
5406,131,133.58,2020,refunded
5407,271,477.20,2021,cancelled
5408,331,869.49,2021,pending
5409,197,254.57,2022,cancelled
5410,19,99.02,2023,completed
5411,240,578.38,2020,completed
5412,414,73.82,2024,refunded
5413,427,870.16,2022,completed
5414,268,361.53,2021,refunded
5415,168,543.46,2021,completed
5416,52,818.30,2022,completed
5417,10,479.41,2023,completed
5418,349,612.11,2021,refunded
5419,369,148.78,2023,refunded
5420,416,200.99,2022,refunded
5421,247,116.25,2021,cancelled
5422,329,565.43,2023,refunded
5423,409,716.54,2021,pending
5424,294,503.66,2021,completed
5425,49,833.52,2023,completed
5426,40,130.92,2024,completed
5427,83,399.17,2022,cancelled
5428,133,791.50,2022,pending
5429,201,17.68,2022,cancelled
5430,324,752.52,2020,completed
5431,402,86.75,2020,refunded
5432,464,363.26,2023,pending
5433,412,530.01,2021,cancelled
5434,9,703.03,2023,refunded
5435,436,221.01,2020,completed
5436,259,805.94,2023,completed
5437,498,118.55,2020,pending
5438,86,463.68,2021,refunded
5439,220,412.79,2020,completed
5440,284,684.37,2022,completed
5441,196,48.22,2023,completed
5442,1,242.03,2020,cancelled
5443,485,430.90,2024,pending
5444,463,902.02,2023,pending
5445,394,769.13,2024,completed
5446,400,519.81,2022,refunded
5447,388,418.44,2023,cancelled
5448,471,258.08,2023,refunded
5449,87,956.72,2020,completed
5450,470,259.05,2021,pending
5451,23,502.19,2022,cancelled
5452,369,921.68,2022,completed
5453,68,353.86,2024,refunded
5454,438,435.26,2021,refunded
5455,65,82.84,2024,refunded
5456,305,921.51,2024,cancelled
5457,483,341.76,2024,completed
5458,328,113.92,2024,completed
5459,474,797.73,2023,refunded
5460,22,176.40,2021,completed
5461,191,332.90,2022,pending
5462,356,208.33,2022,refunded
5463,128,628.43,2021,completed
5464,282,269.12,2024,completed
5465,325,88.29,2024,cancelled
5466,187,683.05,2022,cancelled
5467,383,884.05,2024,completed
5468,493,50.34,2024,cancelled
5469,464,408.70,2022,refunded
5470,180,713.45,2022,pending
5471,321,203.14,2020,refunded
5472,415,862.32,2020,pending
5473,497,192.38,2020,cancelled
5474,193,183.67,2020,cancelled
5475,137,910.15,2021,completed
5476,26,205.61,2021,completed
5477,210,112.53,2024,completed
5478,382,123.07,2020,refunded
5479,218,807.36,2020,completed
5480,161,684.11,2022,cancelled
5481,448,576.90,2023,cancelled
5482,387,842.08,2024,completed
5483,437,787.23,2021,refunded
5484,360,927.77,2020,pending
5485,42,104.63,2023,completed
5486,189,762.34,2022,pending
5487,121,660.76,2023,refunded
5488,59,20.92,2021,pending
5489,218,359.27,2024,pending
5490,304,220.65,2021,completed
5491,314,785.87,2022,completed
5492,30,397.81,2021,cancelled
5493,329,643.13,2020,completed
5494,451,215.53,2023,cancelled
5495,84,64.27,2023,pending
5496,9,999.22,2021,pending
5497,291,805.91,2020,completed
5498,493,700.38,2022,completed
5499,386,875.15,2022,cancelled
5500,446,622.26,2022,refunded
5501,263,416.14,2024,cancelled
5502,383,145.73,2023,completed
5503,482,624.17,2020,refunded
5504,289,943.16,2020,cancelled
5505,108,633.97,2021,cancelled
5506,419,746.90,2024,pending
5507,255,457.81,2020,completed
5508,251,306.84,2024,refunded
5509,253,240.92,2020,completed
5510,42,552.90,2020,refunded
5511,12,967.82,2024,pending
5512,236,934.58,2023,completed
5513,419,855.40,2023,completed
5514,117,152.24,2020,completed
5515,42,412.20,2023,completed
5516,76,255.18,2023,completed
5517,440,73.60,2024,cancelled
5518,312,808.18,2023,refunded
5519,178,489.98,2023,refunded
5520,323,380.31,2023,cancelled
5521,437,842.14,2020,completed
5522,183,896.94,2020,refunded
5523,154,424.97,2021,cancelled
5524,25,175.58,2024,completed
5525,312,830.51,2023,completed
5526,341,436.95,2023,pending
5527,358,569.83,2022,pending
5528,207,74.26,2023,completed
5529,79,766.35,2020,refunded
5530,4,910.14,2024,completed
5531,177,310.98,2022,completed
5532,104,757.59,2023,completed
5533,96,832.82,2024,pending
5534,419,121.77,2021,completed
5535,227,652.53,2022,completed
5536,255,175.47,2022,completed
5537,133,949.03,2023,cancelled
5538,217,634.53,2020,cancelled
5539,181,679.05,2022,pending
5540,383,383.07,2021,completed
5541,263,138.79,2023,cancelled
5542,432,836.27,2024,completed
5543,472,79.64,2023,completed
5544,275,243.98,2021,completed
5545,389,345.22,2022,pending
5546,262,517.50,2023,refunded
5547,492,657.28,2024,completed
5548,326,475.80,2021,refunded
5549,109,762.36,2021,refunded
5550,266,762.87,2024,refunded
5551,456,626.41,2021,pending
5552,98,684.40,2024,refunded
5553,53,386.39,2024,cancelled
5554,237,958.16,2021,refunded
5555,359,737.33,2021,cancelled
5556,70,92.18,2024,refunded
5557,302,528.61,2021,completed
5558,134,550.77,2022,completed
5559,112,396.51,2023,pending
5560,205,292.76,2022,pending
5561,353,728.03,2024,cancelled
5562,393,274.33,2024,completed
5563,28,798.64,2024,completed
5564,138,178.00,2020,completed
5565,439,469.85,2023,completed
5566,362,385.73,2020,cancelled
5567,447,33.55,2020,completed
5568,180,745.84,2024,completed
5569,124,826.70,2021,pending
5570,341,508.87,2024,completed
5571,475,902.65,2022,completed
5572,495,950.63,2021,completed
5573,53,574.19,2022,cancelled
5574,239,235.01,2023,completed
5575,411,424.20,2022,completed
5576,64,192.76,2020,refunded
5577,461,312.30,2023,completed
5578,313,694.09,2022,completed
5579,57,52.41,2023,refunded
5580,376,938.81,2023,pending
5581,305,160.16,2023,completed
5582,338,837.21,2021,refunded
5583,404,222.63,2023,refunded
5584,418,662.86,2024,cancelled
5585,40,673.93,2023,pending
5586,185,810.09,2024,completed
5587,332,111.84,2022,pending
5588,384,908.87,2024,refunded
5589,95,995.86,2020,pending
5590,448,15.67,2020,cancelled
5591,81,80.23,2022,completed
5592,193,959.85,2023,refunded
5593,150,803.90,2024,completed
5594,308,734.94,2023,completed
5595,458,95.66,2020,pending
5596,347,600.90,2024,pending
5597,430,154.30,2023,pending
5598,279,540.68,2021,pending
5599,486,937.10,2021,completed
5600,66,142.81,2021,pending
5601,61,112.08,2024,completed
5602,355,205.07,2022,refunded
5603,215,208.48,2021,completed
5604,152,651.77,2023,refunded
5605,69,225.43,2021,refunded
5606,70,831.24,2021,cancelled
5607,185,389.45,2022,completed
5608,59,108.44,2020,pending
5609,472,423.79,2020,pending
5610,141,849.74,2023,completed
5611,450,625.53,2021,completed
5612,348,962.56,2021,completed
5613,126,127.62,2020,cancelled
5614,386,937.51,2024,completed
5615,221,557.08,2024,completed
5616,57,856.04,2020,pending
5617,455,908.53,2020,pending
5618,178,269.36,2024,cancelled
5619,64,266.25,2024,completed
5620,410,735.96,2022,completed
5621,357,641.25,2021,refunded
5622,66,254.12,2023,completed
5623,15,109.77,2024,completed
5624,17,438.75,2022,completed
5625,48,67.25,2020,refunded
5626,235,123.48,2024,refunded
5627,427,475.34,2021,completed
5628,345,856.30,2020,pending
5629,210,383.99,2020,completed
5630,329,213.94,2020,refunded
5631,454,722.55,2023,completed
5632,246,980.22,2020,pending
5633,210,183.92,2022,completed
5634,443,909.17,2022,completed
5635,190,701.15,2020,completed
5636,367,329.00,2024,cancelled
5637,426,941.32,2021,completed
5638,271,792.39,2020,completed
5639,159,646.53,2021,pending
5640,435,509.16,2024,refunded
5641,253,317.08,2023,pending
5642,411,448.66,2022,cancelled
5643,472,436.64,2020,cancelled
5644,248,86.45,2023,completed
5645,283,829.47,2020,pending
5646,131,370.15,2023,completed
5647,162,184.66,2022,cancelled
5648,19,159.54,2021,cancelled
5649,1,565.23,2021,completed
5650,170,252.89,2023,completed
5651,354,679.69,2024,cancelled
5652,461,742.85,2024,completed
5653,22,637.17,2023,cancelled
5654,256,704.65,2020,pending
5655,51,351.98,2023,pending
5656,345,134.74,2024,completed
5657,350,205.74,2022,completed
5658,425,590.41,2024,refunded
5659,218,449.37,2023,refunded
5660,105,850.16,2022,completed
5661,367,492.75,2024,cancelled
5662,263,962.47,2020,cancelled
5663,50,302.35,2021,refunded
5664,354,246.72,2021,completed
5665,133,159.23,2020,pending
5666,91,209.19,2022,completed
5667,111,444.85,2024,refunded
5668,493,55.26,2021,completed
5669,401,413.89,2021,cancelled
5670,32,454.14,2023,completed
5671,492,653.30,2024,completed
5672,4,723.66,2021,completed
5673,117,477.28,2023,pending
5674,439,35.37,2023,pending
5675,481,891.04,2022,completed
5676,5,519.82,2024,completed
5677,346,277.13,2022,completed
5678,352,407.63,2024,completed
5679,406,273.89,2022,completed
5680,9,179.74,2020,completed
5681,298,852.31,2024,completed
5682,377,876.91,2023,completed
5683,251,484.90,2021,completed
5684,213,459.86,2021,refunded
5685,428,873.23,2021,completed
5686,245,973.55,2021,completed
5687,488,763.38,2023,completed
5688,312,118.61,2022,refunded
5689,445,228.55,2021,completed
5690,7,330.19,2022,completed
5691,38,192.87,2023,completed
5692,478,664.08,2024,completed
5693,499,741.18,2021,completed
5694,464,672.38,2023,completed
5695,311,836.89,2021,refunded
5696,207,825.50,2024,completed
5697,183,399.20,2022,cancelled
5698,262,388.03,2020,completed
5699,90,839.80,2020,completed
5700,335,687.52,2020,refunded
5701,411,463.58,2024,refunded
5702,471,462.00,2023,cancelled
5703,341,550.25,2022,refunded
5704,342,109.02,2020,refunded
5705,16,494.95,2020,completed
5706,68,64.10,2022,pending
5707,113,32.46,2022,completed
5708,490,972.68,2022,cancelled
5709,19,586.80,2022,cancelled
5710,379,756.55,2022,cancelled
5711,209,822.30,2022,pending
5712,289,380.18,2023,completed
5713,124,849.88,2023,completed
5714,396,636.28,2021,pending
5715,199,73.21,2022,completed
5716,66,540.39,2021,completed
5717,393,984.93,2021,refunded
5718,268,935.39,2021,completed
5719,290,994.61,2024,completed
5720,278,270.12,2022,completed
5721,230,524.95,2023,refunded
5722,414,77.23,2023,completed
5723,410,484.15,2023,completed
5724,362,463.44,2021,completed
5725,440,735.40,2024,pending
5726,115,516.43,2024,pending
5727,438,498.19,2024,completed
5728,101,467.82,2022,refunded
5729,433,483.77,2022,completed
5730,369,957.99,2021,cancelled
5731,292,702.54,2023,completed
5732,85,972.33,2024,completed
5733,500,29.05,2024,completed
5734,17,256.73,2020,completed
5735,167,709.28,2021,completed
5736,280,736.58,2023,completed
5737,108,153.17,2024,refunded
5738,144,86.42,2024,completed
5739,287,847.31,2024,pending
5740,361,683.41,2023,pending
5741,482,644.72,2021,pending
5742,87,752.54,2023,pending
5743,181,731.47,2024,refunded
5744,195,38.42,2020,completed
5745,179,401.46,2023,cancelled
5746,208,793.37,2023,cancelled
5747,414,23.62,2021,pending
5748,56,246.02,2020,cancelled
5749,24,826.91,2021,cancelled
5750,283,891.97,2022,cancelled
5751,120,23.34,2022,cancelled
5752,437,260.88,2020,cancelled
5753,240,376.19,2021,completed
5754,439,939.46,2023,completed
5755,416,346.03,2024,pending
5756,117,875.09,2021,cancelled
5757,178,491.86,2024,completed
5758,63,101.03,2020,completed
5759,134,612.20,2024,pending
5760,137,47.69,2023,completed
5761,42,316.14,2021,completed
5762,386,448.95,2021,completed
5763,493,851.42,2021,pending
5764,191,901.10,2020,cancelled
5765,27,366.79,2024,completed
5766,434,717.78,2024,completed
5767,304,681.95,2020,cancelled
5768,303,803.12,2023,cancelled
5769,231,401.06,2020,completed
5770,150,559.98,2024,completed
5771,33,993.93,2023,completed
5772,178,842.62,2020,completed
5773,422,758.04,2024,cancelled
5774,470,758.41,2020,cancelled
5775,235,962.97,2023,pending
5776,359,772.86,2024,completed
5777,269,61.17,2022,cancelled
5778,446,226.90,2022,pending
5779,133,938.27,2022,pending
5780,453,391.49,2023,completed
5781,149,174.46,2022,cancelled
5782,81,456.92,2020,cancelled
5783,17,676.50,2024,completed
5784,475,432.23,2024,completed
5785,282,205.21,2020,completed
5786,143,715.41,2023,refunded
5787,327,687.95,2020,cancelled
5788,275,28.84,2022,completed
5789,72,743.04,2021,completed
5790,86,297.41,2021,pending
5791,73,589.47,2020,pending
5792,286,341.32,2024,cancelled
5793,420,863.09,2022,completed
5794,30,600.70,2020,cancelled
5795,121,468.43,2022,completed
5796,417,463.92,2024,completed
5797,195,725.62,2020,completed
5798,180,306.82,2022,completed
5799,244,723.24,2020,refunded
5800,281,729.87,2020,completed
5801,446,222.38,2023,completed
5802,1,54.13,2020,refunded
5803,462,295.42,2022,pending
5804,287,712.41,2023,completed
5805,165,491.55,2022,refunded
5806,326,623.10,2021,pending
5807,303,498.28,2020,refunded
5808,475,553.89,2021,completed
5809,211,736.66,2021,completed
5810,297,449.78,2021,refunded
5811,452,789.51,2021,refunded
5812,30,660.76,2020,completed
5813,29,767.44,2022,completed
5814,212,809.18,2024,completed
5815,278,542.26,2022,completed
5816,474,420.83,2020,completed
5817,199,395.90,2020,refunded
5818,180,721.48,2022,refunded
5819,183,550.44,2021,completed
5820,236,179.77,2023,refunded
5821,95,28.32,2021,refunded
5822,323,408.22,2024,pending
5823,368,425.56,2021,cancelled
5824,447,405.47,2024,cancelled
5825,245,789.62,2023,refunded
5826,315,587.24,2023,cancelled
5827,58,853.29,2021,pending
5828,474,797.93,2020,refunded
5829,11,529.83,2023,completed
5830,83,255.11,2021,completed
5831,202,448.47,2021,completed
5832,286,125.11,2020,completed
5833,351,498.63,2021,refunded
5834,169,780.54,2020,completed
5835,251,445.13,2021,completed
5836,399,964.11,2022,completed
5837,36,555.05,2023,completed
5838,488,932.12,2024,cancelled
5839,46,125.49,2020,completed
5840,40,114.21,2020,completed
5841,157,788.15,2022,completed
5842,233,134.85,2021,pending
5843,210,661.36,2021,completed
5844,267,726.63,2021,cancelled
5845,375,159.64,2021,refunded
5846,456,51.66,2021,completed
5847,172,128.89,2024,completed
5848,267,379.26,2021,refunded
5849,257,814.47,2022,pending
5850,369,264.01,2020,completed
5851,200,449.68,2021,refunded
5852,113,597.34,2022,cancelled
5853,309,48.59,2024,refunded
5854,39,12.57,2021,completed
5855,472,168.81,2021,completed
5856,210,356.89,2020,completed
5857,212,948.15,2020,completed
5858,88,236.98,2022,pending
5859,301,94.25,2024,completed
5860,300,266.41,2022,refunded
5861,374,72.68,2020,completed
5862,111,403.07,2020,refunded
5863,289,798.47,2021,completed
5864,50,67.11,2021,completed
5865,453,564.48,2021,completed
5866,73,202.19,2024,completed
5867,57,518.35,2022,pending
5868,480,202.35,2020,cancelled
5869,92,744.21,2020,completed
5870,149,459.32,2022,refunded
5871,188,386.32,2022,refunded
5872,53,648.77,2023,pending
5873,46,745.11,2023,completed
5874,125,403.78,2022,refunded
5875,477,58.35,2020,completed
5876,480,711.28,2024,pending
5877,443,72.44,2021,completed
5878,279,880.42,2023,refunded
5879,131,343.99,2022,completed
5880,152,687.79,2022,pending
5881,456,963.66,2020,pending
5882,250,799.51,2023,completed
5883,44,21.66,2024,refunded
5884,378,698.28,2022,completed
5885,464,858.37,2024,pending
5886,414,809.98,2023,completed
5887,83,399.53,2024,cancelled
5888,383,253.40,2022,completed
5889,365,152.00,2020,cancelled
5890,180,942.85,2023,completed
5891,260,83.09,2024,refunded
5892,83,908.48,2022,completed
5893,479,144.09,2022,completed
5894,500,815.85,2021,cancelled
5895,100,80.81,2023,pending
5896,267,274.21,2020,completed
5897,347,463.04,2024,completed
5898,357,942.21,2023,completed
5899,194,114.57,2021,pending
5900,117,581.65,2021,pending
5901,263,185.92,2021,cancelled
5902,271,729.75,2020,completed
5903,46,99.72,2022,completed
5904,3,393.52,2023,completed
5905,172,553.91,2024,pending
5906,77,391.05,2022,pending
5907,334,326.59,2020,completed
5908,374,844.80,2024,completed
5909,23,969.30,2020,completed
5910,226,740.70,2021,refunded
5911,361,247.75,2023,cancelled
5912,449,613.84,2024,completed
5913,260,700.87,2021,refunded
5914,490,34.20,2024,cancelled
5915,304,838.21,2021,cancelled
5916,416,396.51,2020,refunded
5917,428,980.52,2020,pending
5918,250,180.85,2022,cancelled
5919,395,618.29,2024,pending
5920,175,461.32,2021,completed
5921,387,916.32,2022,cancelled
5922,242,860.89,2024,completed
5923,475,523.31,2023,cancelled
5924,25,954.47,2021,pending
5925,163,458.07,2022,refunded
5926,99,261.72,2020,cancelled
5927,364,697.97,2021,cancelled
5928,168,820.02,2024,cancelled
5929,10,291.78,2023,pending
5930,443,706.51,2024,cancelled
5931,83,364.09,2020,pending
5932,140,101.83,2024,completed
5933,214,553.88,2024,refunded
5934,285,442.23,2020,completed
5935,59,193.38,2024,completed
5936,140,43.22,2022,refunded
5937,154,930.99,2024,completed
5938,212,123.99,2021,refunded
5939,341,500.62,2020,completed
5940,430,204.60,2023,refunded
5941,64,797.08,2022,refunded
5942,207,481.89,2024,pending
5943,428,825.77,2024,pending
5944,8,978.09,2022,completed
5945,359,601.55,2023,pending
5946,364,437.99,2021,completed
5947,489,168.21,2023,completed
5948,17,953.56,2022,completed
5949,487,660.36,2024,pending
5950,264,327.66,2021,completed
5951,239,357.93,2024,cancelled
5952,162,593.33,2022,refunded
5953,311,758.41,2021,refunded
5954,272,634.87,2020,completed
5955,452,824.80,2020,completed
5956,153,221.94,2022,completed
5957,270,703.80,2024,completed
5958,14,237.08,2023,pending
5959,338,316.43,2021,completed
5960,436,40.17,2020,completed
5961,130,512.87,2021,cancelled
5962,185,199.28,2022,completed
5963,234,469.12,2022,cancelled
5964,266,710.49,2021,completed
5965,331,470.73,2024,pending
5966,322,545.35,2022,completed
5967,138,297.28,2023,pending
5968,30,437.80,2022,completed
5969,137,941.11,2021,completed
5970,81,896.86,2023,completed
5971,246,481.27,2020,cancelled
5972,50,896.65,2023,completed
5973,324,449.07,2021,completed
5974,46,891.08,2022,completed
5975,473,502.59,2024,pending
5976,18,322.95,2021,refunded
5977,397,961.16,2022,completed
5978,222,949.43,2022,completed
5979,84,731.75,2020,refunded
5980,159,65.00,2021,completed
5981,339,612.78,2023,cancelled
5982,437,606.33,2024,refunded
5983,202,582.67,2024,completed
5984,400,263.91,2024,cancelled
5985,471,940.80,2021,completed
5986,65,225.10,2020,cancelled
5987,86,490.22,2020,completed
5988,369,537.82,2021,pending
5989,323,964.08,2024,completed
5990,447,291.73,2022,pending
5991,42,718.47,2022,completed
5992,72,292.98,2023,refunded
5993,317,39.36,2020,completed
5994,414,188.56,2023,pending
5995,112,811.95,2020,pending
5996,32,743.13,2020,completed
5997,29,214.08,2022,pending
5998,53,543.98,2023,refunded
5999,315,676.44,2023,pending
6000,17,944.27,2024,cancelled
6001,236,114.37,2023,cancelled
6002,485,462.30,2020,completed
6003,86,91.29,2021,pending
6004,293,455.37,2020,cancelled
6005,255,833.68,2023,refunded
6006,32,490.70,2020,cancelled
6007,323,313.41,2024,completed
6008,131,830.41,2024,completed
6009,437,541.09,2024,completed
6010,93,289.22,2020,completed
6011,300,757.15,2020,completed
6012,280,540.25,2023,completed
6013,52,725.64,2020,refunded
6014,99,516.97,2020,pending
6015,440,637.82,2021,pending
6016,247,666.71,2024,completed
6017,89,313.48,2022,completed
6018,329,997.10,2021,completed
6019,458,199.58,2024,refunded
6020,289,929.27,2020,cancelled
6021,152,554.23,2022,completed
6022,475,192.34,2022,cancelled
6023,456,782.93,2024,pending
6024,210,351.76,2021,completed
6025,427,242.35,2023,completed
6026,97,930.52,2022,completed
6027,291,694.08,2024,completed
6028,368,934.83,2024,cancelled
6029,129,529.07,2024,completed
